pr,row,col,signature
PR8,40,32,"[0.09246331, 0.08036243, 0.06564034, 0.06549004, 0.06997388, 0.07734402, 0.08329544, 0.08326317, 0.08390479, 0.08579257, 0.08715527, 0.09006358, 0.09271761, 0.09540653, 0.10371484, 0.101150446, 0.10811857, 0.115700416, 0.12054202, 0.12538941, 0.12896898, 0.13207829, 0.13942036, 0.14495167, 0.14461865, 0.14757192, 0.1441094, 0.1436739, 0.1473889, 0.14903465, 0.14762664, 0.14389905, 0.1449999, 0.14269364, 0.14077443, 0.14303803, 0.14926773, 0.14102949, 0.13201031, 0.14324817, 0.1409566, 0.13257892, 0.12857608, 0.16185, 0.1423705, 0.14588635, 0.1472538, 0.141619, 0.14968215, 0.15131491, 0.14166345, 0.13859366, 0.13447654, 0.13559198, 0.13074568, 0.12580034, 0.13169184, 0.1254785, 0.09805464, 0.14091587, 0.12449489, 0.17014255, 0.12897976, 0.16000879, 0.14545932, 0.15474777, 0.14154056, 0.1455134, 0.1423688, 0.14518642, 0.15033016, 0.15438922, 0.15630873, 0.15067063, 0.15483478, 0.15485087, 0.15539949, 0.16189125, 0.16437104, 0.1573442, 0.1211642, 0.1542379, 0.147478, 0.15357116, 0.15843584, 0.15485966, 0.15904362, 0.1624866, 0.1658373, 0.17009467, 0.16647291, 0.16636825, 0.17441736, 0.18732888, 0.19644643, 0.17409782, 0.1704674, 0.16514075, 0.16521779, 0.15866058, 0.16538857, 0.12702063, 0.0022448099, 0.0018356327, 0.0013677569, 0.00046526227, 0.00053377927, 0.002634369, 0.003832806, 0.0057928376, 0.012894208, 0.11569035, 0.09510676, 0.100953996, 0.12514168, 0.12297057, 0.13133903, 0.13748401, 0.13705708, 0.13645467, 0.13271964, 0.13678545, 0.13928539, 0.14266433, 0.14179307, 0.14386354, 0.14517829, 0.1430427, 0.14278565, 0.14283045, 0.1464023, 0.14691775, 0.14893092, 0.13811576, 0.14119199, 0.14010979, 0.14341864, 0.14598337, 0.14574184, 0.14579843, 0.14168502, 0.14600831, 0.13651945, 0.1361642, 0.14046091, 0.014215022, 0.006618514, 0.0057156715, 0.0052072313, 0.004369897, 0.004249744, 0.0007151511, -0.00043569494, 0.0004735544, 0.0036929871, 0.0016075202, 0.00071385095, -0.00034237604, 0.0017713696, 0.003583405, 0.0019950147, 0.0015646776, 0.04360903, 0.058393244, 0.07681574, 0.085063994, 0.09412104, 0.07148672, 0.056190085, 0.057423577, 0.11116164, 0.10634538, 0.111524515, 0.10162459, 0.1044788, 0.10843429, 0.11188244, 0.114198364, 0.114632726, 0.11102979, 0.11057227, 0.11784036, 0.11348295, 0.11121727, 0.11775842, 0.11705396, 0.11325226, 0.11570987, 0.10937447, 0.10591781, 0.119691014, 0.10796655, 0.10826804, 0.10848767, 0.11561457, 0.11215723, 0.1064909, 0.10751945, 0.11266293, 0.11560686, 0.11038598, 0.09396757, 0.093779966, 0.099856645, 0.0943895, 0.091287084, 0.08724523, 0.085706316, 0.084686436, 0.087172665, 0.08816064, 0.070619345, 0.052902255, 0.060462352, 0.046409346, 0.036598403, 0.04095535, 0.041458685, 0.044810988, 0.048949365, 0.03573944, 0.030055808, 0.037291583, 0.044077802, 0.033918813, 0.009086251, 0.030005364, 0.036883425, 0.01779219, 0.03303696, 0.021384854, -0.002692763, 0.025189046]"
PR9,38,32,"[0.106198445, 0.08809582, 0.07667209, 0.07486085, 0.07830495, 0.09001237, 0.094383374, 0.09721996, 0.097185045, 0.097970515, 0.09940377, 0.10423818, 0.10845611, 0.10936898, 0.120150134, 0.11919482, 0.12738723, 0.13551635, 0.14192776, 0.14768998, 0.15214655, 0.15558916, 0.16565418, 0.17348535, 0.17397925, 0.18094577, 0.17831688, 0.17763475, 0.18124893, 0.184969, 0.18396167, 0.1795403, 0.18040387, 0.17881162, 0.17751661, 0.18162747, 0.19149299, 0.18206836, 0.17213745, 0.18984619, 0.18665689, 0.17470276, 0.17365736, 0.21381687, 0.18901846, 0.19309492, 0.19354187, 0.18615037, 0.19793244, 0.20182396, 0.18763265, 0.1839818, 0.17979594, 0.18107414, 0.17404358, 0.16968966, 0.17669918, 0.16651541, 0.12660408, 0.18983267, 0.1700034, 0.22385587, 0.1748197, 0.21598472, 0.20190407, 0.20619419, 0.1944326, 0.19791964, 0.19377595, 0.19663528, 0.20014279, 0.20810774, 0.20949546, 0.2032057, 0.20597897, 0.20858014, 0.20991588, 0.21775134, 0.2194871, 0.2123313, 0.16553342, 0.21186282, 0.20120986, 0.21021421, 0.21931864, 0.21194194, 0.21629873, 0.2213147, 0.22570792, 0.2309898, 0.22641394, 0.22542544, 0.23637022, 0.250111, 0.26559973, 0.23834088, 0.2317639, 0.22467393, 0.22666444, 0.21595159, 0.22306973, 0.16150363, 0.0028977236, 0.0028085052, 0.0012512448, 0.00087917, 0.0010615818, 0.0029579273, 0.0057074623, 0.0075081806, 0.017328816, 0.16850384, 0.1392011, 0.1476623, 0.17800657, 0.17498842, 0.18616986, 0.1933396, 0.19068934, 0.18946363, 0.18495773, 0.18970141, 0.1921337, 0.19850086, 0.19837193, 0.20031716, 0.20221524, 0.19947131, 0.19805008, 0.19921978, 0.2007544, 0.20340264, 0.20511332, 0.19282691, 0.19578078, 0.19655786, 0.20059225, 0.20186034, 0.20270711, 0.20266216, 0.19860075, 0.19878829, 0.18905756, 0.193391, 0.18596925, 0.019050112, 0.0067225615, 0.005794819, 0.0044337763, 0.0027480016, 0.002655948, 0.0008624966, -0.00013697556, 0.0014846359, 0.0027486368, 0.002128103, 0.0008045476, -0.00014570572, 0.003017776, 0.0018934173, 0.002497557, 0.0040304908, 0.06700385, 0.08886383, 0.11345466, 0.12366919, 0.13062827, 0.08959711, 0.07250948, 0.087343864, 0.1523156, 0.15661766, 0.15730442, 0.14668144, 0.1516046, 0.15286727, 0.1676624, 0.16454948, 0.15944447, 0.15904959, 0.1604285, 0.16376194, 0.16116326, 0.15859672, 0.17061953, 0.1671037, 0.16249727, 0.16776967, 0.16025677, 0.1572284, 0.16736451, 0.15674001, 0.16336364, 0.15711102, 0.16138814, 0.16045116, 0.15599415, 0.15456335, 0.15954284, 0.16303559, 0.15732001, 0.14381935, 0.13296129, 0.14727755, 0.13073355, 0.13512489, 0.12862603, 0.118738756, 0.1239645, 0.13409802, 0.1277736, 0.107813574, 0.07697264, 0.085187845, 0.06156414, 0.055216767, 0.057128504, 0.060608286, 0.0687706, 0.0644472, 0.04644946, 0.050473023, 0.05552477, 0.056257132, 0.055904407, 0.018494591, 0.03867517, 0.042780537, 0.027308568, 0.03672194, 0.018062608, -0.0009142304, 0.023870513]"
PR10,38,33,"[0.09904565, 0.07967833, 0.068314314, 0.06697874, 0.06893867, 0.08014861, 0.08403133, 0.087313265, 0.08627232, 0.08690011, 0.0888055, 0.09321903, 0.09687507, 0.09662129, 0.10657953, 0.105197154, 0.11227631, 0.120042816, 0.12512691, 0.13012925, 0.13351853, 0.13636996, 0.1446758, 0.15041916, 0.14864098, 0.15291862, 0.1498725, 0.14910811, 0.15179431, 0.15442234, 0.15328383, 0.14862609, 0.14897703, 0.14702895, 0.14560512, 0.14791304, 0.15465681, 0.14489798, 0.13425028, 0.14684147, 0.14436692, 0.13506384, 0.134538, 0.16593592, 0.1464532, 0.14951882, 0.1499994, 0.14373377, 0.15232319, 0.15543064, 0.14401855, 0.14123505, 0.1378723, 0.1388936, 0.13342668, 0.12962478, 0.13510844, 0.12696612, 0.09669511, 0.14510491, 0.12929358, 0.17083742, 0.13296892, 0.16480201, 0.15394746, 0.15795533, 0.14843401, 0.15149733, 0.14820689, 0.15073228, 0.15365282, 0.1602828, 0.16118221, 0.15580505, 0.15831542, 0.16032559, 0.16099554, 0.16706166, 0.1680972, 0.16200311, 0.12564714, 0.1609269, 0.15279312, 0.1602779, 0.1671461, 0.16191502, 0.165456, 0.16947041, 0.17294286, 0.17770863, 0.17437293, 0.1737975, 0.18237522, 0.19401178, 0.2062035, 0.18308957, 0.17766656, 0.17179337, 0.17298506, 0.16474938, 0.16888021, 0.123203754, 0.0023967295, 0.0027351507, 0.0011410998, 0.00069412566, 0.0010387393, 0.0024769404, 0.004659851, 0.006282472, 0.013590352, 0.12475645, 0.104071125, 0.11093135, 0.13417989, 0.13246916, 0.14150904, 0.147289, 0.14591242, 0.14481348, 0.14108063, 0.14523894, 0.14669159, 0.15215696, 0.15235698, 0.15397714, 0.15522681, 0.1530804, 0.152195, 0.15349896, 0.15482706, 0.1570447, 0.15799274, 0.14772753, 0.15044583, 0.15118907, 0.15403618, 0.15522482, 0.15532567, 0.15550669, 0.15161563, 0.15190169, 0.14405088, 0.14767142, 0.14076178, 0.015112043, 0.005637547, 0.005101643, 0.0040067025, 0.002352771, 0.0019861087, 0.00078319025, -0.00027156126, 0.0011347805, 0.0023257185, 0.0019278938, 0.0007564339, -4.736933e-05, 0.0024663098, 0.0014671088, 0.0019850046, 0.003131677, 0.045754336, 0.0658498, 0.08471719, 0.09225994, 0.09736638, 0.07046332, 0.057321373, 0.06614102, 0.1163166, 0.117709026, 0.11891952, 0.112191685, 0.115018286, 0.11720345, 0.12771884, 0.12640253, 0.12083245, 0.12079667, 0.1225344, 0.12486099, 0.12351979, 0.12029119, 0.13121094, 0.128893, 0.123864934, 0.12770912, 0.12146352, 0.12082269, 0.12764314, 0.11962031, 0.12462655, 0.120233126, 0.12474488, 0.12283028, 0.12030766, 0.11961935, 0.12444322, 0.12775184, 0.12096882, 0.10921652, 0.100300916, 0.11515706, 0.10014894, 0.10326719, 0.097770914, 0.09189724, 0.09333398, 0.10250207, 0.09660636, 0.08486643, 0.05926524, 0.06475443, 0.046536922, 0.04133195, 0.04458773, 0.046118524, 0.052555174, 0.049837437, 0.03718508, 0.03984207, 0.042141356, 0.045661923, 0.042666987, 0.014088522, 0.02984826, 0.033564296, 0.020397374, 0.031923745, 0.015772462, -0.0005774474, 0.01925879]"
PR11,36,33,"[0.11037082, 0.08758771, 0.080294825, 0.08041232, 0.08023182, 0.09370288, 0.09759418, 0.10245235, 0.100900486, 0.10129406, 0.104277685, 0.10919209, 0.11430807, 0.11328656, 0.1254796, 0.12486249, 0.13329525, 0.1426995, 0.14930893, 0.15534443, 0.15947852, 0.16336468, 0.17466104, 0.1822209, 0.18287319, 0.19114205, 0.18871504, 0.18773139, 0.19068182, 0.1957477, 0.19461524, 0.18962856, 0.19059904, 0.18920493, 0.18795508, 0.19341145, 0.20450678, 0.19399959, 0.18332677, 0.2041415, 0.20076154, 0.18629634, 0.18787834, 0.22985087, 0.20357005, 0.2071658, 0.20655811, 0.1994044, 0.21262652, 0.21721922, 0.20147988, 0.19775617, 0.19420746, 0.19515395, 0.18761557, 0.18403657, 0.19165243, 0.17947382, 0.13539149, 0.20665492, 0.18592931, 0.23873043, 0.19061267, 0.23573746, 0.22124927, 0.22376557, 0.21364497, 0.21724536, 0.21191776, 0.21378294, 0.21664365, 0.22618258, 0.22663186, 0.22089922, 0.22255056, 0.2270863, 0.22875752, 0.236255, 0.23814294, 0.23059599, 0.180632, 0.23392072, 0.22126408, 0.23094957, 0.2418982, 0.23280519, 0.23700793, 0.2422113, 0.24697125, 0.252615, 0.24813817, 0.24619709, 0.2579481, 0.2715631, 0.29053596, 0.2624339, 0.2543611, 0.2464118, 0.24955489, 0.23711544, 0.24488366, 0.17223237, 0.0031313838, 0.0031049957, 0.00079467846, 0.0010986549, 0.0018108281, 0.0029335096, 0.006854637, 0.00834769, 0.018700048, 0.18818925, 0.15891074, 0.16551988, 0.19733557, 0.19608426, 0.20673497, 0.21414617, 0.21016543, 0.20879565, 0.20494476, 0.2090053, 0.21135406, 0.22054598, 0.22061141, 0.22220719, 0.22430186, 0.2216332, 0.21970166, 0.2216521, 0.22179645, 0.22522973, 0.22537625, 0.2150752, 0.21783848, 0.21971047, 0.22336444, 0.22445391, 0.22522695, 0.22444183, 0.2216563, 0.2183862, 0.20867771, 0.2168583, 0.2017297, 0.02107178, 0.006183968, 0.0050312136, 0.003698015, 0.00182112, 0.0009706302, 0.0011165434, 0.00049871765, 0.0019085641, 0.0014781953, 0.0019399783, 0.0009194751, 0.0002774064, 0.0030396467, 0.0005182765, 0.0025962698, 0.0054346584, 0.067836866, 0.10225682, 0.1304276, 0.1390703, 0.14185661, 0.09478463, 0.082768396, 0.10436882, 0.1660448, 0.17699844, 0.1752262, 0.16104986, 0.17091002, 0.17057975, 0.19018315, 0.18518354, 0.1756495, 0.17739195, 0.18095852, 0.18022858, 0.181133, 0.17863396, 0.19050248, 0.18660149, 0.18154493, 0.18817331, 0.18012697, 0.17964819, 0.18438427, 0.17688674, 0.18621491, 0.17683764, 0.17889388, 0.17743234, 0.17554347, 0.17369793, 0.17765068, 0.18006168, 0.17294222, 0.16384706, 0.14977671, 0.16622044, 0.14582768, 0.15413052, 0.14564376, 0.13014132, 0.13974656, 0.1538355, 0.13850193, 0.12584814, 0.08594411, 0.09440507, 0.06565579, 0.06402227, 0.06378371, 0.069027126, 0.078000136, 0.067261435, 0.051466834, 0.057711102, 0.062766336, 0.05822631, 0.06369901, 0.026024962, 0.040915556, 0.044725735, 0.030916609, 0.035911836, 0.017008454, 0.0037039742, 0.016910605]"
PR12,51,45,"[0.062418774, 0.053130724, 0.047070842, 0.045407083, 0.04486809, 0.05111552, 0.05201354, 0.055580366, 0.052924566, 0.055148944, 0.05802985, 0.05572142, 0.05935842, 0.058509745, 0.06496691, 0.060695633, 0.064787254, 0.06913551, 0.07150587, 0.07487543, 0.07587371, 0.07637433, 0.07819013, 0.07844877, 0.07264323, 0.067674324, 0.06415354, 0.062481947, 0.06280195, 0.061708987, 0.05978791, 0.05702323, 0.054846607, 0.053499356, 0.05373193, 0.057144884, 0.059877563, 0.0578047, 0.055902503, 0.066579945, 0.06788354, 0.06850924, 0.060845174, 0.077970594, 0.07037603, 0.070631795, 0.071264915, 0.06777174, 0.071415246, 0.07346032, 0.07270718, 0.07072944, 0.06935286, 0.07043203, 0.070354, 0.066703625, 0.068392, 0.06870136, 0.057671234, 0.07083226, 0.06285013, 0.07330193, 0.05898253, 0.07719408, 0.06894664, 0.077027164, 0.06937989, 0.07182099, 0.06923298, 0.07109038, 0.0719511, 0.0715526, 0.073082425, 0.07512661, 0.07701967, 0.07781854, 0.07751026, 0.08084814, 0.081823915, 0.08217011, 0.06231111, 0.068471685, 0.07042646, 0.06600152, 0.07606484, 0.07610371, 0.075838126, 0.07925818, 0.07981864, 0.08103014, 0.0800871, 0.07984002, 0.08339139, 0.08976518, 0.09247974, 0.08606541, 0.08468216, 0.082173266, 0.08243408, 0.0770542, 0.081379816, 0.05788654, 0.00127659, 0.0013358548, 0.000870193, 0.00079240394, 0.00087762746, 0.0023961982, 0.0035674649, 0.0039826445, 0.0070014843, 0.053588882, 0.04561534, 0.0439612, 0.055762522, 0.058767755, 0.061400436, 0.06447716, 0.060758926, 0.061725836, 0.06286617, 0.06389867, 0.06479533, 0.06559277, 0.06712083, 0.06678524, 0.06558773, 0.06565792, 0.065197974, 0.06442539, 0.06442334, 0.06428437, 0.06453271, 0.06419137, 0.06272562, 0.06336245, 0.064890124, 0.06552684, 0.06274527, 0.061859727, 0.06319058, 0.06096036, 0.05953598, 0.060593262, 0.0648769, 0.008457718, 0.005505388, 0.0022980466, 0.0005382506, 0.0015841768, 0.0013655671, 0.0030243215, 0.0017906022, 0.00023907846, 0.00084602635, 0.00020802232, 0.001502097, 0.0014238472, 0.0013722578, 0.0015145286, 0.0027546354, 0.0035959398, 0.043419152, 0.026476512, 0.04913971, 0.0433936, 0.05345069, 0.025410565, 0.01279051, 0.03139741, 0.052070364, 0.05370119, 0.05929481, 0.048696693, 0.06447472, 0.052377086, 0.052495927, 0.05112318, 0.053816766, 0.049604844, 0.05369685, 0.052516557, 0.052114055, 0.050090406, 0.054681182, 0.051951494, 0.048877515, 0.05041501, 0.04905938, 0.04854911, 0.052633192, 0.044422384, 0.046503603, 0.048538584, 0.04474178, 0.046683338, 0.051315475, 0.046275023, 0.045031287, 0.04546911, 0.045803584, 0.046022765, 0.04284231, 0.050398417, 0.033295415, 0.037271332, 0.038465943, 0.034374885, 0.041919604, 0.041143425, 0.031939037, 0.033292107, 0.026372923, 0.021163106, 0.019648267, 0.024550583, 0.024102371, 0.02389493, 0.026138885, 0.021376273, 0.017633293, 0.014864118, 0.017562037, 0.013241321, 0.022620078, 0.011954705, 0.014283887, 0.018156938, 0.017180137, 0.017721519, 0.0177679, 0.02040695, 0.009246654]"
PR13,31,32,"[0.09974578, 0.08130405, 0.077003054, 0.08520478, 0.080503225, 0.08838997, 0.09665045, 0.09666925, 0.09549486, 0.09919861, 0.105352655, 0.10585717, 0.11092424, 0.11229664, 0.120450094, 0.11672993, 0.12428146, 0.13534747, 0.14177139, 0.14555603, 0.14833212, 0.15307197, 0.16212624, 0.1656426, 0.16704991, 0.17331447, 0.16925946, 0.1684681, 0.170846, 0.17712311, 0.17539239, 0.17085329, 0.17395818, 0.17277995, 0.17018452, 0.17768021, 0.18774304, 0.1799678, 0.17207716, 0.19434524, 0.19263713, 0.17491378, 0.17624569, 0.21786365, 0.19305605, 0.19569965, 0.194091, 0.18989363, 0.2030059, 0.20618, 0.19261444, 0.18858859, 0.18565686, 0.18577173, 0.1796695, 0.17600572, 0.18361172, 0.17294212, 0.13512088, 0.19888419, 0.1819775, 0.22603081, 0.18459779, 0.22972819, 0.21128862, 0.21954589, 0.20865406, 0.21550706, 0.20784688, 0.20743464, 0.21319535, 0.21859506, 0.21912333, 0.21343563, 0.21465851, 0.21962613, 0.22211927, 0.22798799, 0.2320989, 0.22185521, 0.17389165, 0.23106465, 0.21976808, 0.2256802, 0.23477927, 0.22738774, 0.23151138, 0.23492317, 0.24061939, 0.24487522, 0.24067506, 0.23741394, 0.24858561, 0.26166734, 0.2791569, 0.25548354, 0.24909078, 0.24192806, 0.24503799, 0.2343837, 0.24700092, 0.16852807, 0.0038380665, 0.0016003633, 0.0003001846, 0.0011766686, 0.0030915115, 0.0038077165, 0.0072469744, 0.007874123, 0.016840236, 0.1795633, 0.15760036, 0.15697382, 0.19181773, 0.19596569, 0.20228316, 0.2112194, 0.20603903, 0.2071352, 0.20346847, 0.20412384, 0.20899947, 0.2192605, 0.2176238, 0.21898684, 0.2220935, 0.22090568, 0.21848084, 0.22049578, 0.22104912, 0.22350958, 0.22164413, 0.21733585, 0.21977994, 0.22075047, 0.22298837, 0.22701803, 0.22767355, 0.22370614, 0.22359715, 0.21942481, 0.20794988, 0.21780534, 0.20716605, 0.022000195, 0.00545185, 0.0025543387, 0.004839673, 0.0043473216, 0.00013550733, 0.0022174409, 0.0030105908, 0.0024369364, 0.0005938488, 0.00079285284, 0.0018327035, 0.0010611207, 0.0012934003, 0.001136074, 0.0023328133, 0.004948045, 0.03240936, 0.10349371, 0.1371942, 0.14466973, 0.13951735, 0.09528961, 0.10746015, 0.10439007, 0.1682537, 0.18329957, 0.18093598, 0.14835997, 0.16964579, 0.1760349, 0.18892457, 0.18614791, 0.17760496, 0.18138835, 0.18312688, 0.18086016, 0.18851098, 0.1892545, 0.18815622, 0.189585, 0.18975106, 0.18967864, 0.1806226, 0.18362649, 0.18773457, 0.18621862, 0.18914412, 0.18357444, 0.18285948, 0.17842053, 0.17724784, 0.18036893, 0.18213654, 0.17522876, 0.17283711, 0.16432622, 0.16532461, 0.1642085, 0.1664728, 0.16635638, 0.15367727, 0.13645062, 0.15179883, 0.15869382, 0.13620023, 0.13383283, 0.089268126, 0.09925002, 0.06936955, 0.06969086, 0.05937638, 0.07687498, 0.07719577, 0.06528557, 0.057822924, 0.05232807, 0.066916, 0.052376408, 0.06422954, 0.036686394, 0.04358232, 0.055989254, 0.035797615, 0.030933047, 0.03281617, 0.014415773, 0.004545008]"
PR14,35,36,"[0.10131273, 0.076439574, 0.07204808, 0.077046886, 0.07321024, 0.08471575, 0.08930068, 0.09383257, 0.090732224, 0.09141333, 0.09745424, 0.098935895, 0.1037886, 0.10160893, 0.1141193, 0.11163836, 0.11962867, 0.12959738, 0.13429934, 0.14003572, 0.14256604, 0.1463789, 0.15672956, 0.1611997, 0.16097751, 0.16551618, 0.16308014, 0.1613416, 0.16361177, 0.16770992, 0.16538566, 0.16068667, 0.16132364, 0.15954821, 0.15779433, 0.16240214, 0.16993964, 0.15702604, 0.14622004, 0.16124749, 0.15809388, 0.14467782, 0.14721772, 0.18249391, 0.16055644, 0.1626977, 0.1618988, 0.15686788, 0.16700818, 0.16960947, 0.15773253, 0.15465663, 0.15192556, 0.1521076, 0.14623527, 0.1433976, 0.15045509, 0.14033961, 0.106341824, 0.16216089, 0.14495622, 0.18625213, 0.15181045, 0.18769738, 0.16960466, 0.17669103, 0.16687512, 0.17091355, 0.16455227, 0.16535223, 0.16903712, 0.17621209, 0.17533804, 0.17192778, 0.17359406, 0.17724447, 0.17828009, 0.18299285, 0.18586656, 0.1780861, 0.14015092, 0.18633357, 0.17512602, 0.18100424, 0.18955234, 0.18215938, 0.1856154, 0.18903895, 0.19247909, 0.19684508, 0.19376984, 0.19190374, 0.20084862, 0.21241274, 0.22850625, 0.20662874, 0.19947119, 0.19292788, 0.19525439, 0.18533023, 0.1923006, 0.13556479, 0.0021554837, 0.0021955224, 0.00039484227, 0.0012651247, 0.0018495297, 0.002250723, 0.0059645004, 0.0071900235, 0.015035405, 0.1447738, 0.12999488, 0.12919793, 0.15384936, 0.15503068, 0.1604485, 0.16519839, 0.16297127, 0.16080807, 0.15971486, 0.16197354, 0.16423883, 0.17335342, 0.17241998, 0.1737427, 0.17466024, 0.1728124, 0.17188339, 0.17316513, 0.17397939, 0.1754551, 0.17377026, 0.16928181, 0.17126419, 0.17188168, 0.17437695, 0.17643477, 0.17538051, 0.173972, 0.1742994, 0.170794, 0.16208105, 0.16939513, 0.15873268, 0.01642396, 0.004924869, 0.0030253744, 0.0029350852, 0.0017851257, 0.000837444, 0.0012460869, 0.0008279557, 0.0009894858, 0.0017203178, 0.0016592509, 0.0010210759, 0.0005030136, 0.001216211, 0.0005459695, 0.0025958016, 0.0040841005, 0.05291896, 0.08756662, 0.107352935, 0.11059209, 0.11009739, 0.071742296, 0.0663387, 0.0999799, 0.13217156, 0.1372831, 0.13787797, 0.120889895, 0.1411162, 0.13028444, 0.14584792, 0.14576882, 0.13849944, 0.1390649, 0.14084096, 0.14083102, 0.14451185, 0.1421775, 0.1450194, 0.14340247, 0.13976943, 0.14664352, 0.1392569, 0.1408985, 0.14361618, 0.13760433, 0.14289589, 0.13697824, 0.13864781, 0.13243619, 0.13598171, 0.13369775, 0.13575764, 0.13753554, 0.12868488, 0.12526059, 0.11833331, 0.1282613, 0.11403388, 0.11971733, 0.11358792, 0.098327234, 0.109633595, 0.115351245, 0.10220034, 0.099082194, 0.06342578, 0.07460609, 0.049345624, 0.05095938, 0.053526506, 0.053504147, 0.060149655, 0.05161178, 0.041970946, 0.038624685, 0.0468649, 0.044057604, 0.042846974, 0.024565535, 0.0316528, 0.037049375, 0.023323933, 0.027376719, 0.016072195, 0.00581585, 0.013614897]"
PR15,34,37,"[0.10063857, 0.07607023, 0.073270924, 0.07963371, 0.0755022, 0.08616014, 0.09164186, 0.094826944, 0.09189844, 0.09297832, 0.100037865, 0.09988039, 0.10505412, 0.103596084, 0.116103575, 0.11291312, 0.1213245, 0.13154186, 0.13620088, 0.14189437, 0.14453293, 0.14847326, 0.15916896, 0.16341333, 0.16425765, 0.16860561, 0.16625819, 0.16420494, 0.16684815, 0.1712769, 0.16829617, 0.16393657, 0.16487798, 0.16319317, 0.16113009, 0.16631934, 0.17375466, 0.16005082, 0.14943755, 0.16428158, 0.16048253, 0.1457372, 0.14890835, 0.18540776, 0.16266437, 0.16479619, 0.16394128, 0.15910521, 0.16954936, 0.17160568, 0.1596859, 0.15641908, 0.15356995, 0.1535343, 0.14738846, 0.1443986, 0.15204526, 0.1414415, 0.10742839, 0.16411789, 0.14577639, 0.1890303, 0.15453057, 0.19122116, 0.16973539, 0.17948738, 0.16811894, 0.17295113, 0.16547754, 0.16617969, 0.17064875, 0.17774391, 0.17615962, 0.17327179, 0.17481656, 0.17851156, 0.17976819, 0.18415686, 0.18758094, 0.17857945, 0.14098185, 0.19001055, 0.17795709, 0.18325654, 0.1919191, 0.18429238, 0.1877689, 0.19096816, 0.19440667, 0.19837865, 0.19516514, 0.1931806, 0.20207219, 0.21393351, 0.2303412, 0.20903291, 0.20162253, 0.19526613, 0.1976244, 0.18743582, 0.19475834, 0.13762772, 0.0021613094, 0.001797003, 0.0003458419, 0.0014208779, 0.0019106155, 0.002445996, 0.0060364967, 0.007165911, 0.015100132, 0.14624357, 0.13472421, 0.13145861, 0.1565329, 0.1582337, 0.16259706, 0.16711146, 0.16497178, 0.16237229, 0.1620214, 0.16345933, 0.16651651, 0.17582537, 0.17413217, 0.17567769, 0.17668714, 0.17498417, 0.17396547, 0.17504852, 0.176117, 0.17713259, 0.17489262, 0.17198041, 0.17369454, 0.17407323, 0.17627656, 0.1786655, 0.177657, 0.17584108, 0.17738734, 0.17361449, 0.16462636, 0.17204438, 0.16178454, 0.01613017, 0.004695376, 0.0024012164, 0.0027235576, 0.0018184851, 0.0009953885, 0.001283485, 0.0009776888, 0.0008634837, 0.0022810653, 0.0018919053, 0.0012615507, 0.00053154887, 0.0008482364, 0.0007168608, 0.0026072713, 0.0038373591, 0.054012258, 0.09236199, 0.1109706, 0.113239326, 0.111911766, 0.06841343, 0.06411926, 0.10733244, 0.13564728, 0.13978867, 0.14024788, 0.12026866, 0.14361994, 0.13105722, 0.14706042, 0.14778364, 0.14145754, 0.14238341, 0.14218418, 0.14357929, 0.14749587, 0.14599027, 0.14491212, 0.14405942, 0.14213215, 0.14943154, 0.14123721, 0.1420831, 0.14608455, 0.14044374, 0.1443398, 0.13949981, 0.13944456, 0.13298595, 0.13778913, 0.13515924, 0.13674709, 0.13743944, 0.12913896, 0.12662895, 0.12168024, 0.12866977, 0.117135406, 0.12208281, 0.11533276, 0.09826718, 0.112701654, 0.115462005, 0.10249124, 0.10003032, 0.06276221, 0.07723896, 0.049448155, 0.05206454, 0.054046683, 0.054605544, 0.0602423, 0.052739304, 0.04186445, 0.036215935, 0.047102403, 0.04225591, 0.040890772, 0.025894962, 0.030540397, 0.03866763, 0.02387238, 0.024718089, 0.016745301, 0.00610471, 0.014138916]"
