,index,PR,row,col,geometry,length,bool,midpoint,dist_midpoint,mean_R
0,0,PR34,20,51,"LINESTRING (574241.0827981471 4819267.916919195, 574243.1906668978 4819265)",3.59882317721561,True,POINT (574242.1367325224 4819266.458459597),1.7994115889511402,0.18561025
1,0,PR34,21,51,"LINESTRING (574243.1906668978 4819265, 574245 4819262.496201576)",3.0891249285289155,True,POINT (574244.0953334488 4819263.748100787),5.143385641823403,0.18041924
2,0,PR34,21,52,"LINESTRING (574245 4819262.496201576, 574246.8038433517 4819260)",3.079752123797408,True,POINT (574245.9019216758 4819261.248100787),8.227824167986565,0.17909093
3,0,PR34,22,52,"LINESTRING (574246.8038433517 4819260, 574250 4819255.577081981)",5.4568874940285745,True,POINT (574248.4019216758 4819257.788540991),12.496143976144701,0.17060198
4,0,PR34,22,53,"LINESTRING (574250 4819255.577081981, 574250.4170198055 4819255)",0.7119895582977485,True,POINT (574250.2085099027 4819255.288540991),15.580582502307863,0.16552882
5,0,PR34,23,53,"LINESTRING (574250.4170198055 4819255, 574254.0301962594 4819250)",6.168877052326324,True,POINT (574252.2236080325 4819252.5),19.021015808031418,0.1459678
6,0,PR34,24,53,"LINESTRING (574254.0301962594 4819250, 574255 4819248.657962387)",1.6557730064470548,True,POINT (574254.5150981296 4819249.328981194),22.933340837384016,0.14007032
7,0,PR34,24,54,"LINESTRING (574255 4819248.657962387, 574257.6433727132 4819245)",4.513104045879269,True,POINT (574256.3216863566 4819246.828981194),26.017779363547177,0.13702074
8,0,PR34,25,54,"LINESTRING (574257.6433727132 4819245, 574260 4819241.738842793)",4.023535571946715,True,POINT (574258.8216863566 4819243.369421396),30.28609917246017,0.14429149
9,0,PR34,25,55,"LINESTRING (574260 4819241.738842793, 574261.2565491671 4819240)",2.145341480379609,True,POINT (574260.6282745835 4819240.869421396),33.37053769862333,0.1484847
10,0,PR34,26,55,"LINESTRING (574261.2565491671 4819240, 574264.8697256208 4819235)",6.1688770522581375,True,POINT (574263.0631373939 4819237.5),37.5276469649422,0.14305115
11,0,PR34,27,55,"LINESTRING (574264.8697256208 4819235, 574265 4819234.819723198)",0.2224210851882358,True,POINT (574264.9348628104 4819234.909861599),40.723296033699484,0.12814923
12,0,PR34,27,56,"LINESTRING (574265 4819234.819723198, 574268.4829020747 4819230)",5.946455967138087,True,POINT (574266.7414510373 4819232.409861599),43.807734559862645,0.10977225
13,0,PR34,28,56,"LINESTRING (574268.4829020747 4819230, 574270 4819227.900603604)",2.5901836506878952,True,POINT (574269.2414510373 4819228.950301802),48.07605436877564,0.075844005
14,0,PR34,28,57,"LINESTRING (574270 4819227.900603604, 574272.0960785286 4819225)",3.5786934016384286,True,POINT (574271.0480392643 4819226.450301802),51.1604928949388,0.06083197
15,0,PR34,29,57,"LINESTRING (574272.0960785286 4819225, 574275 4819220.981484009)",4.957946216187555,True,POINT (574273.5480392643 4819222.990742004),55.42881270385179,0.04143734
16,0,PR34,29,58,"LINESTRING (574275 4819220.981484009, 574275.7092549824 4819220)",1.210930836138769,True,POINT (574275.3546274912 4819220.490742004),58.51325123001495,0.038129035
17,0,PR34,30,58,"LINESTRING (574275.7092549824 4819220, 574279.3224314363 4819215)",6.168877052326324,True,POINT (574277.5158432093 4819217.5),62.2031551742475,0.03070587
18,0,PR34,31,58,"LINESTRING (574279.3224314363 4819215, 574280 4819214.062364415)",1.1568317286060343,True,POINT (574279.6612157181 4819214.531182207),65.8660095650911,0.024591666
19,0,PR34,31,59,"LINESTRING (574280 4819214.062364415, 574282.9356078901 4819210)",5.012045323720288,True,POINT (574281.4678039451 4819212.031182207),68.95044809125427,0.022487419
20,0,PR34,32,59,"LINESTRING (574282.9356078901 4819210, 574285 4819207.143244821)",3.5245942941056936,True,POINT (574283.9678039451 4819208.571622411),73.2187678994124,0.016143605
21,0,PR34,32,60,"LINESTRING (574285 4819207.143244821, 574286.548784344 4819205)",2.64428275822063,True,POINT (574285.774392172 4819206.071622411),76.30320642557557,0.014576449
22,0,PR34,33,60,"LINESTRING (574286.548784344 4819205, 574290 4819200.224125226)",5.892356859605353,True,POINT (574288.274392172 4819202.612062613),80.57152623524341,0.011968498
23,0,PR34,33,61,"LINESTRING (574290 4819200.224125226, 574290.1619607979 4819200)",0.2765201927209704,True,POINT (574290.0809803989 4819200.112062613),83.65596476140658,0.0115457475
24,0,PR34,34,61,"LINESTRING (574290.1619607979 4819200, 574293.7751372517 4819195)",6.168877052326324,True,POINT (574291.9685490248 4819197.5),86.87866338355279,0.014152515
25,0,PR34,35,61,"LINESTRING (574293.7751372517 4819195, 574295 4819193.305005631)",2.0912423727786886,True,POINT (574294.3875686259 4819194.152502816),91.00872309572786,0.01479434
26,0,PR34,35,62,"LINESTRING (574295 4819193.305005631, 574297.3883137056 4819190)",4.077634679547635,True,POINT (574296.1941568528 4819191.652502816),94.09316162189103,0.0096567115
27,0,PR34,36,62,"LINESTRING (574297.3883137056 4819190, 574300 4819186.385886037)",4.4590049382783485,True,POINT (574298.6941568528 4819188.192943018),98.36148143155887,0.014479987
28,0,PR34,36,63,"LINESTRING (574300 4819186.385886037, 574301.0014901593 4819185)",1.7098721139797894,True,POINT (574300.5007450797 4819185.692943018),101.44591995772204,0.016940463
29,0,PR34,37,63,"LINESTRING (574301.0014901593 4819185, 574304.6146666132 4819180)",6.168877052326324,True,POINT (574302.8080783862 4819182.5),105.38529454046358,0.019654093
30,0,PR34,38,63,"LINESTRING (574304.6146666132 4819180, 574305 4819179.466766442)",0.6578904515198698,True,POINT (574304.8073333066 4819179.733383222),108.79867829204333,0.019940706
31,0,PR34,38,64,"LINESTRING (574305 4819179.466766442, 574308.227843067 4819175)",5.510986600806453,True,POINT (574306.6139215336 4819177.233383222),111.8831168182065,0.015070203
32,0,PR34,39,64,"LINESTRING (574308.227843067 4819175, 574310 4819172.547646848)",3.0256530162646733,True,POINT (574309.1139215336 4819173.773823424),116.1514366271195,0.0166956
33,0,PR34,39,65,"LINESTRING (574310 4819172.547646848, 574311.3680657549 4819170.654484734)",2.3357368648104875,True,POINT (574310.6840328774 4819171.601065791),118.83213156762298,0.018710442
