,index,PR,row,col,geometry,length,bool,midpoint,dist_midpoint,mean_R
0,0,PR36,19,52,"LINESTRING (574249.862636049 4819273.247128434, 574250 4819273.057040914)",0.23452530882264144,True,POINT (574249.9313180245 4819273.152084675),0.1172626540338928,0.18535745
1,0,PR36,19,53,"LINESTRING (574250 4819273.057040914, 574252.2091256494 4819270)",3.7717019082302685,True,POINT (574251.1045628247 4819271.528520457),2.120376262560348,0.18978053
2,0,PR36,20,53,"LINESTRING (574252.2091256494 4819270, 574255 4819266.137921319)",4.764937709595714,True,POINT (574253.6045628247 4819268.068960659),6.388696072228195,0.18528794
3,0,PR36,20,54,"LINESTRING (574255 4819266.137921319, 574255.8223021033 4819265)",1.4039393427306095,True,POINT (574255.4111510516 4819265.568960659),9.473134598391358,0.17630018
4,0,PR36,21,54,"LINESTRING (574255.8223021033 4819265, 574259.4354785571 4819260)",6.168877052326324,True,POINT (574257.6288903302 4819262.5),13.259542795542394,0.16252774
5,0,PR36,22,54,"LINESTRING (574259.4354785571 4819260, 574260 4819259.218801725)",0.9638232227690499,True,POINT (574259.7177392786 4819259.609400863),16.825892932712655,0.1521482
6,0,PR36,22,55,"LINESTRING (574260 4819259.218801725, 574263.0486550109 4819255)",5.205053829489088,True,POINT (574261.5243275054 4819257.109400863),19.91033145880763,0.15249284
7,0,PR36,23,55,"LINESTRING (574263.0486550109 4819255, 574265 4819252.29968213)",3.331585788336895,True,POINT (574264.0243275054 4819253.649841065),24.178651268475477,0.14887786
8,0,PR36,23,56,"LINESTRING (574265 4819252.29968213, 574266.6618314647 4819250)",2.8372912639894285,True,POINT (574265.8309157323 4819251.149841065),27.26308979463864,0.15382634
9,0,PR36,24,56,"LINESTRING (574266.6618314647 4819250, 574270 4819245.380562535)",5.699348353836554,True,POINT (574268.3309157323 4819247.690281268),31.531409602796774,0.1528285
10,0,PR36,24,57,"LINESTRING (574270 4819245.380562535, 574270.2750079186 4819245)",0.46952869848976925,True,POINT (574270.1375039592 4819245.190281268),34.61584812895993,0.1361269
11,0,PR36,25,57,"LINESTRING (574270.2750079186 4819245, 574273.8881843723 4819240)",6.1688770522581375,True,POINT (574272.0815961454 4819242.5),37.93505100471132,0.13326317
12,0,PR36,26,57,"LINESTRING (574273.8881843723 4819240, 574275 4819238.461442941)",1.8982338670780758,True,POINT (574274.4440921862 4819239.23072147),41.968606464790945,0.10868651
13,0,PR36,26,58,"LINESTRING (574275 4819238.461442941, 574277.5013608262 4819235)",4.270643185248248,True,POINT (574276.2506804131 4819236.73072147),45.053044990954106,0.08516518
14,0,PR36,27,58,"LINESTRING (574277.5013608262 4819235, 574280 4819231.542323346)",4.265996432577735,True,POINT (574278.7506804131 4819233.271161674),49.321364799112246,0.06381884
15,0,PR36,27,59,"LINESTRING (574280 4819231.542323346, 574281.1145372801 4819230)",1.9028806197485884,True,POINT (574280.55726864 4819230.771161674),52.40580332527541,0.047979217
16,0,PR36,28,59,"LINESTRING (574281.1145372801 4819230, 574284.7277137338 4819225)",6.1688770522581375,True,POINT (574282.921125507 4819227.5),56.441682161690295,0.038145922
17,0,PR36,29,59,"LINESTRING (574284.7277137338 4819225, 574285 4819224.623203753)",0.4648819450644008,True,POINT (574284.863856867 4819224.811601876),59.75856166035156,0.029663933
18,0,PR36,29,60,"LINESTRING (574285 4819224.623203753, 574288.3408901877 4819220)",5.703995107261923,True,POINT (574286.6704450939 4819222.311601876),62.84300018651472,0.027304063
19,0,PR36,30,60,"LINESTRING (574288.3408901877 4819220, 574290 4819217.704084158)",2.83264451056406,True,POINT (574289.1704450939 4819218.852042079),67.1113199954277,0.023122657
20,0,PR36,30,61,"LINESTRING (574290 4819217.704084158, 574291.9540666415 4819215)",3.3362325417622634,True,POINT (574290.9770333208 4819216.352042079),70.19575852159088,0.018790698
21,0,PR36,31,61,"LINESTRING (574291.9540666415 4819215, 574295 4819210.784964563)",5.200407076063719,True,POINT (574293.4770333208 4819212.892482282),74.46407833050387,0.020663068
22,0,PR36,31,62,"LINESTRING (574295 4819210.784964563, 574295.5672430954 4819210)",0.968469976262604,True,POINT (574295.2836215477 4819210.392482282),77.54851685666702,0.017789917
23,0,PR36,32,62,"LINESTRING (574295.5672430954 4819210, 574299.1804195491 4819205)",6.1688770522581375,True,POINT (574297.3738313222 4819207.5),81.1171903708592,0.011168815
24,0,PR36,33,62,"LINESTRING (574299.1804195491 4819205, 574300 4819203.865844969)",1.399292589305241,True,POINT (574299.5902097746 4819204.432922484),84.90127519167498,0.012613838
25,0,PR36,33,63,"LINESTRING (574300 4819203.865844969, 574302.793596003 4819200)",4.769584463021083,True,POINT (574301.3967980015 4819201.932922484),87.98571371783815,0.013656782
26,0,PR36,34,63,"LINESTRING (574302.793596003 4819200, 574305 4819196.946725374)",3.7670551548049,True,POINT (574303.8967980015 4819198.473362686),92.254033527506,0.015509982
27,0,PR36,34,64,"LINESTRING (574305 4819196.946725374, 574306.4067724568 4819195)",2.4018218975214234,True,POINT (574305.7033862284 4819195.973362687),95.33847205291431,0.017897442
28,0,PR36,35,64,"LINESTRING (574306.4067724568 4819195, 574310 4819190.027605779)",6.13481772030456,True,POINT (574308.2033862284 4819192.51380289),99.6067918618273,0.015657794
29,0,PR36,35,65,"LINESTRING (574310 4819190.027605779, 574310.0199489106 4819190)",0.034059331953578166,True,POINT (574310.0099744552 4819190.01380289),102.69123038792227,0.014391311
30,0,PR36,36,65,"LINESTRING (574310.0199489106 4819190, 574313.6331253644 4819185)",6.168877052326324,True,POINT (574311.8265371375 4819187.5),105.79269858009631,0.014130713
31,0,PR36,37,65,"LINESTRING (574313.6331253644 4819185, 574315 4819183.108486185)",2.333703233546081,True,POINT (574314.3165626822 4819184.054243092),110.04398872299844,0.015607785
32,0,PR36,37,66,"LINESTRING (574315 4819183.108486185, 574317.2463018183 4819180)",3.8351738187802424,True,POINT (574316.1231509091 4819181.554243092),113.12842724916159,0.016446032
33,0,PR36,38,66,"LINESTRING (574317.2463018183 4819180, 574320 4819176.18936659)",4.7014657990457405,True,POINT (574318.6231509091 4819178.094683295),117.39674705807458,0.017643902
34,0,PR36,38,67,"LINESTRING (574320 4819176.18936659, 574320.1479036564 4819175.984693973)",0.2525200421239348,True,POINT (574320.0739518282 4819176.087030282),119.87373997831608,0.018761205
