,index,PR,row,col,geometry,length,bool,midpoint,dist_midpoint,mean_R
0,0,PR21,27,40,"LINESTRING (574185.1747960581 4819231.369489472, 574186.1644374812 4819230)",1.6896424359098126,True,POINT (574185.6696167697 4819230.684744736),0.8448212179549063,0.18577677
1,0,PR21,28,40,"LINESTRING (574186.1644374812 4819230, 574189.7776139351 4819225)",6.168877052326324,True,POINT (574187.9710257081 4819227.5),4.774080962072974,0.18232782
2,0,PR21,29,40,"LINESTRING (574189.7776139351 4819225, 574190 4819224.692256844)",0.3796859388314941,True,POINT (574189.8888069675 4819224.846128422),8.048362457651884,0.16210201
3,0,PR21,29,41,"LINESTRING (574190 4819224.692256844, 574193.3907903888 4819220)",5.789191113426644,True,POINT (574191.6953951945 4819222.346128422),11.132800983815045,0.1544218
4,0,PR21,30,41,"LINESTRING (574193.3907903888 4819220, 574195 4819217.77313725)",2.7474485036444833,True,POINT (574194.1953951945 4819218.886568625),15.401120792728037,0.14978074
5,0,PR21,30,42,"LINESTRING (574195 4819217.77313725, 574197.0039668427 4819215)",3.42142854868184,True,POINT (574196.0019834214 4819216.386568625),18.485559318891198,0.1518707
6,0,PR21,31,42,"LINESTRING (574197.0039668427 4819215, 574200 4819210.854017655)",5.115211069144142,True,POINT (574198.5019834214 4819212.927008828),22.753879127049334,0.1520446
7,0,PR21,31,43,"LINESTRING (574200 4819210.854017655, 574200.6171432965 4819210)",1.0536659831821809,True,POINT (574200.3085716483 4819210.427008828),25.838317653212496,0.14134327
8,0,PR21,32,43,"LINESTRING (574200.6171432965 4819210, 574204.2303197504 4819205)",6.168877052326324,True,POINT (574202.4237315234 4819207.5),29.449589171310084,0.10416833
9,0,PR21,33,43,"LINESTRING (574204.2303197504 4819205, 574205 4819203.934898061)",1.3140965823174784,True,POINT (574204.6151598752 4819204.46744903),33.191075989043505,0.07020334
10,0,PR21,33,44,"LINESTRING (574205 4819203.934898061, 574207.8434962042 4819200)",4.854780470008845,True,POINT (574206.4217481022 4819201.96744903),36.275514515206666,0.068254195
11,0,PR21,34,44,"LINESTRING (574207.8434962042 4819200, 574210 4819197.015778466)",3.681859147817138,True,POINT (574208.9217481022 4819198.507889234),40.5438343233648,0.051591046
12,0,PR21,34,45,"LINESTRING (574210 4819197.015778466, 574211.4566726581 4819195)",2.4870179045091856,True,POINT (574210.7283363291 4819196.007889234),43.62827284952796,0.04720512
13,0,PR21,35,45,"LINESTRING (574211.4566726581 4819195, 574215 4819190.096658872)",6.049621713316797,True,POINT (574213.2283363291 4819192.548329435),47.89659265919581,0.030818345
14,0,PR21,35,46,"LINESTRING (574215 4819190.096658872, 574215.069849112 4819190)",0.11925533900952638,True,POINT (574215.034924556 4819190.048329435),50.98103118535897,0.031198291
15,0,PR21,36,46,"LINESTRING (574215.069849112 4819190, 574218.6830255658 4819185)",6.168877052326324,True,POINT (574216.8764373389 4819187.5),54.12509738061538,0.024385849
16,0,PR21,37,46,"LINESTRING (574218.6830255658 4819185, 574220 4819183.177539278)",2.248507225735277,True,POINT (574219.341512783 4819184.088769639),58.333789519680266,0.026588835
17,0,PR21,37,47,"LINESTRING (574220 4819183.177539278, 574222.2962020197 4819180)",3.9203698265910463,True,POINT (574221.1481010099 4819181.588769639),61.418228045843435,0.021394797
18,0,PR21,38,47,"LINESTRING (574222.2962020197 4819180, 574225 4819176.258419683)",4.616269791234936,True,POINT (574223.6481010099 4819178.129209842),65.68654785475643,0.020165851
19,0,PR21,38,48,"LINESTRING (574225 4819176.258419683, 574225.9093784735 4819175)",1.552607261091387,True,POINT (574225.4546892368 4819175.629209842),68.77098638091958,0.019441422
20,0,PR21,39,48,"LINESTRING (574225.9093784735 4819175, 574229.5225549273 4819170)",6.1688770522581375,True,POINT (574227.7159667003 4819172.5),72.63172853752616,0.025906239
21,0,PR21,40,48,"LINESTRING (574229.5225549273 4819170, 574230 4819169.339300089)",0.815155304476458,True,POINT (574229.7612774636 4819169.669650044),76.12374471592754,0.013023835
22,0,PR21,40,49,"LINESTRING (574230 4819169.339300089, 574233.1357313811 4819165)",5.353721747849866,True,POINT (574231.5678656906 4819167.169650044),79.20818324209071,0.021174574
23,0,PR21,41,49,"LINESTRING (574233.1357313811 4819165, 574235 4819162.420180494)",3.182917869976117,True,POINT (574234.0678656906 4819163.710090247),83.4765030510037,0.017124474
24,0,PR21,41,50,"LINESTRING (574235 4819162.420180494, 574236.748907835 4819160)",2.985959182350206,True,POINT (574235.8744539175 4819161.210090247),86.56094157716686,0.014914102
25,0,PR21,42,50,"LINESTRING (574236.748907835 4819160, 574240 4819155.501060899)",5.550680435475776,True,POINT (574238.3744539175 4819157.75053045),90.82926138607985,0.010775753
26,0,PR21,42,51,"LINESTRING (574240 4819155.501060899, 574240.3620842888 4819155)",0.6181966168505468,True,POINT (574240.1810421444 4819155.25053045),93.91369991224302,0.011352226
27,0,PR21,43,51,"LINESTRING (574240.3620842888 4819155, 574243.9752607427 4819150)",6.168877052326324,True,POINT (574242.1686725158 4819152.5),97.30723674683145,0.0068006916
28,0,PR21,44,51,"LINESTRING (574243.9752607427 4819150, 574245 4819148.581941305)",1.7495659486491124,True,POINT (574244.4876303714 4819149.290970652),101.26645824731918,0.007196063
29,0,PR21,44,52,"LINESTRING (574245 4819148.581941305, 574247.5884371966 4819145)",4.419311103677211,True,POINT (574246.2942185983 4819146.790970652),104.35089677348233,0.005244562
30,0,PR21,45,52,"LINESTRING (574247.5884371966 4819145, 574250 4819141.662821711)",4.1173285133939155,True,POINT (574248.7942185983 4819143.331410855),108.61921658239532,0.013180538
31,0,PR21,45,53,"LINESTRING (574250 4819141.662821711, 574251.2016136504 4819140)",2.0515485389324075,True,POINT (574250.6008068252 4819140.831410855),111.7036551085585,0.010620011
32,0,PR21,46,53,"LINESTRING (574251.2016136504 4819140, 574254.8147901043 4819135)",6.168877052326324,True,POINT (574253.0082018774 4819137.5),115.81386790381042,0.013171641
33,0,PR21,47,53,"LINESTRING (574254.8147901043 4819135, 574255 4819134.743702116)",0.31621402656725184,True,POINT (574254.9073950521 4819134.871851059),119.05641344287979,0.014507194
34,0,PR21,47,54,"LINESTRING (574255 4819134.743702116, 574255.4600636659 4819134.107055011)",0.7854795434873834,True,POINT (574255.2300318329 4819134.425378564),119.60726022828453,0.015565356
